date,Temperature,GHR,Pyranometer,Temperature probe,Sun azimuth,Clearness index,Month,Hour,Power
201811221115,835,57,8.3,4.5,-0.999749062864064,1.12202244289214,0.866025403784438,1,14.34934
201811221130,852,56,8.8,4.6,-0.995428604460596,1.15038822666976,0.866025403784438,1,14.59666
201811221145,864,57,9.400001,3.5,-0.985872147242011,1.17923170744679,0.866025403784438,1,14.70133
201811221200,878,56,9.400001,5.3,-0.971365615035332,1.21875287238608,0.866025403784438,3.06161699786838e-16,14.77465
201811221215,865,57,9.7,3.4,-0.952321638520103,1.22894377151499,0.866025403784438,3.06161699786838e-16,14.71103
201811221230,867,56,10.2,2.3,-0.929245156129944,1.26922322488631,0.866025403784438,3.06161699786838e-16,14.62281
201811221245,869,55,10.7,3.6,-0.902695456303016,1.32024132449565,0.866025403784438,3.06161699786838e-16,14.56999
201811221300,853,53,10.9,3.1,-0.873249633246556,1.35543760585968,0.866025403784438,-1,14.31949
201811221315,846,54,11.3,7.5,-0.841471213353274,1.41819994815123,0.866025403784438,-1,14.14999
201811221330,826,53,11.4,5.7,-0.80788608206551,1.47501397278775,0.866025403784438,-1,13.77461
201811221345,774,52,12,3.7,-0.77296628357387,1.48884797490454,0.866025403784438,-1,13.21346
201811221400,739,51,12.4,3.3,-0.737121087068257,1.55149876434663,0.866025403784438,-4.28626379701574e-16,12.55918
201811221415,690,51,12.6,4.8,-0.70069401866916,1.60641861734727,0.866025403784438,-4.28626379701574e-16,11.8604
201811221430,633,49,12.6,5.1,-0.663964299834398,1.66708318791036,0.866025403784438,-4.28626379701574e-16,10.95978
201811221445,580,47,13,1.5,-0.627151186818705,1.7733667151064,0.866025403784438,-4.28626379701574e-16,10.18097
201811221500,532,44,13.5,1.9,-0.590419936006731,1.95716721722802,0.866025403784438,1,9.30414
201811221515,469,43,13.2,2.2,-0.55388841664662,2.18932476025892,0.866025403784438,1,8.204059
201811221530,386,45,11.4,1.9,-0.517633683159119,2.49825836436365,0.866025403784438,1,6.717749
201811221545,324,41,10.6,3.3,-0.481698065660345,3.48626990552383,0.866025403784438,1,5.488347
